ID,Publisher,Time,Author,Title
3180,Barnes & Noble,07/31/2015,Edgar Allan Poe,The Complete Tales and Poems of Edgar Allan Poe (Barnes & Noble Collectible Editions)
3181,"Little, Brown and Company",04/02/2013,Maria Semple,"Where'd You Go, Bernadette"
3182,Houghton Mifflin Harcourt,10/13/2009,Tim O'Brien,The Things They Carried
3183,"Little, Brown and Company",03/06/2018,Luis Alberto Urrea,The House of Broken Angels
3184,Scribner,04/04/2017,Anthony Doerr,All the Light We Cannot See
3185,Flame Tree,12/19/2017,Edgar Allan Poe,Edgar Allan Poe Stories
3186,HarperCollins Publishers,08/28/2012,Madeline Miller,The Song of Achilles
3187,"Little, Brown and Company",01/30/2001,J. D. Salinger,The Catcher in the Rye
3188,Grand Central Publishing,10/28/1988,Harper Lee,To Kill a Mockingbird
3189,Scribner,09/30/2004,F. Scott Fitzgerald,The Great Gatsby
3190,Random House Publishing Group,03/27/2018,Elizabeth Strout,Anything Is Possible
3191,Random House Publishing Group,02/06/2018,George Saunders,Lincoln in the Bardo
3192,Grand Central Publishing,11/14/2017,Min Jin Lee,Pachinko
3193,Penguin Publishing Group,04/03/2018,Meg Wolitzer,The Female Persuasion (The Barnes & Noble Book Club Edition)
3194,Penguin Publishing Group,03/05/2013,Khaled Hosseini,The Kite Runner (10th Anniversary)
3195,Knopf Doubleday Publishing Group,01/30/2018,Colson Whitehead,The Underground Railroad
3196,"Little, Brown and Company",04/10/2018,Madeline Miller,Circe
3197,Algonquin Books of Chapel Hill,02/06/2018,Tayari Jones,An American Marriage (Oprah's Book Club)
3198,"Norton, W. W. & Company, Inc.",04/03/2018,Richard Powers,The Overstory
3199,Knopf Doubleday Publishing Group,05/02/2017,Yaa Gyasi,Homegoing
3200,HarperCollins Publishers,03/10/2011,Harper Lee,To Kill a Mockingbird (Barnes & Noble Collectible Editions)
3201,Random House Publishing Group,04/26/2016,Anne Tyler,A Spool of Blue Thread
3202,Scribner,10/03/2017,Jennifer Egan,Manhattan Beach
3203,Random House Publishing Group,06/26/2017,Imbolo Mbue,Behold the Dreamers
3204,Scribner,09/05/2017,Jesmyn Ward,"Sing, Unburied, Sing"
3205,HarperCollins Publishers,06/20/2017,Paulette Jiles,News of the World
3206,Graywolf Press,10/03/2017,Carmen Maria Machado,Her Body and Other Parties
3207,Penguin Publishing Group,12/05/2017,Ottessa Moshfegh,Homesick for Another World
3208,Random House Publishing Group,10/11/2016,Elizabeth Strout,My Name Is Lucy Barton
3209,Knopf Doubleday Publishing Group,10/28/1994,Sandra Cisneros,La casa en Mango Street (The House on Mango Street)
3210,"Norton, W. W. & Company, Inc.",05/01/2018,Chuck Palahniuk,Adjustment Day: A Novel
3211,Penguin Publishing Group,02/13/2018,Elif Batuman,The Idiot
3212,"Farrar, Straus and Giroux",09/19/2017,Alice McDermott,The Ninth Hour
3213,Knopf Doubleday Publishing Group,03/22/2011,Jennifer Egan,A Visit from the Goon Squad
3214,Random House Publishing Group,05/09/2017,Emma Cline,The Girls
3215,HarperCollins Publishers,01/02/2018,Jessica Shattuck,The Women in the Castle
3216,Random House Publishing Group,01/28/1999,Kurt Vonnegut,"Slaughterhouse-Five, or The Children's Crusade: A Duty-Dance with Death"
3217,Knopf Doubleday Publishing Group,10/17/2017,Tom Hanks,Uncommon Type: Some Stories
3218,Scribner,05/28/1995,Ernest Hemingway,The Old Man and the Sea
3219,Penguin Publishing Group,09/28/1993,John Steinbeck,Of Mice and Men
3220,Barnes & Noble,05/01/2003,Herman Melville,Moby-Dick (Barnes & Noble Classics Series)
3221,"Grove/Atlantic, Inc.",04/12/2016,Viet Thanh Nguyen,The Sympathizer
3222,Penguin Publishing Group,03/28/2006,John Steinbeck,The Grapes of Wrath
3223,Barnes & Noble,03/01/2008,Mark Twain,Adventures of Huckleberry Finn (Barnes & Noble Classics Series)
3224,Knopf Doubleday Publishing Group,03/01/1989,Vladimir Nabokov,Lolita
3225,HarperCollins Publishers,01/18/2005,Betty Smith,A Tree Grows in Brooklyn
3226,Penguin Publishing Group,11/25/2008,Khaled Hosseini,A Thousand Splendid Suns
3227,HarperCollins Publishers,05/02/2017,Ann Patchett,Commonwealth
3228,"Little, Brown and Company",11/06/2012,Eowyn Ivey,The Snow Child
3229,"Little, Brown and Company",07/18/2017,Andrew Sean Greer,Less
3230,Bloomsbury USA,04/24/2012,Jesmyn Ward,Salvage the Bones
3231,Penguin Publishing Group,10/28/1992,John Steinbeck,East of Eden
3232,Simon & Schuster,04/05/2011,Joseph Heller,Catch-22
3233,Knopf Doubleday Publishing Group,01/28/1984,Sandra Cisneros,The House on Mango Street
3234,Knopf Doubleday Publishing Group,01/26/2016,Hanya Yanagihara,A Little Life
3235,Barnes & Noble,03/01/2004,Louisa May Alcott,Little Women (Barnes & Noble Classics Series)
3236,Knopf Doubleday Publishing Group,03/28/2000,Mark Z. Danielewski,House of Leaves
3237,"Little, Brown and Company",04/07/2015,Donna Tartt,The Goldfinch
3238,Barnes & Noble,12/25/2004,Nathaniel Hawthorne,The Scarlet Letter (Barnes & Noble Classics Series)
3239,Knopf Doubleday Publishing Group,03/28/2007,Cormac McCarthy,The Road
3240,Lushena Books,06/08/2017,Sam Greenlee,The Spook Who Sat By The Door
3241,Houghton Mifflin Harcourt,05/28/2003,Alice Walker,The Color Purple
3242,HarperCollins Publishers,06/11/2013,Sylvia Plath,The Bell Jar (P.S. Series)
3243,Penguin Publishing Group,08/29/2017,Gabriel Tallent,My Absolute Darling
3244,Barnes & Noble,04/03/2015,Mark Twain,The Adventures of Huckleberry Finn (Barnes & Noble Collectible Editions)
3245,Houghton Mifflin Harcourt,10/03/2017,Meg Wolitzer,The Best American Short Stories 2017
3246,Penguin Publishing Group,02/21/1963,Ken Kesey,One Flew Over the Cuckoo's Nest
3247,"Farrar, Straus and Giroux",10/03/2017,Jeffrey Eugenides,Fresh Complaint (Signed Book)
3248,Penguin Publishing Group,09/02/2008,Junot Díaz,The Brief Wondrous Life of Oscar Wao
3249,HarperCollins Publishers,05/30/2006,Zora Neale Hurston,Their Eyes Were Watching God
3250,Barnes & Noble,01/15/2006,F. Scott Fitzgerald,The Beautiful and Damned (Barnes & Noble Classics Series)
3251,St. Martin's Press,10/03/2017,Bryn Greenwood,All the Ugly and Wonderful Things: A Novel
3252,"Farrar, Straus and Giroux",09/05/2017,Robin Sloan,Sourdough
3253,Knopf Doubleday Publishing Group,06/08/2004,Toni Morrison,Beloved
3254,Scribner,10/17/2006,Ernest Hemingway,The Sun Also Rises
3255,Barnes & Noble,02/01/2005,Harriet Beecher Stowe,Uncle Tom's Cabin (Barnes & Noble Classics Series)
3256,Knopf Doubleday Publishing Group,03/01/1995,Ralph Ellison,Invisible Man
3257,Random House Publishing Group,09/08/1998,Kurt Vonnegut,Cat's Cradle
3258,Knopf Doubleday Publishing Group,06/28/2016,Kent Haruf,Our Souls at Night
3259,HarperCollins Publishers,11/14/2017,Louise Erdrich,Future Home of the Living God
3260,Algonquin Books of Chapel Hill,04/24/2018,Lisa Ko,The Leavers
3261,Knopf Doubleday Publishing Group,05/23/2017,Kevin Kwan,Rich People Problems
3262,Knopf Doubleday Publishing Group,05/28/1992,Cormac McCarthy,"Blood Meridian, or The Evening Redness in the West"
3263,"Little, Brown and Company",11/13/2006,David Foster Wallace,Infinite Jest
3264,"Grove/Atlantic, Inc.",11/14/2017,Roxane Gay,Difficult Women
3265,Penguin Publishing Group,12/28/2004,Ayn Rand,Atlas Shrugged: (Centennial Edition)
3266,Penguin Publishing Group,02/28/1993,John Steinbeck,The Pearl
3267,"Little, Brown and Company",04/20/2004,Alice Sebold,The Lovely Bones
3268,Barnes & Noble,06/01/2004,Jack London,Call of the Wild and White Fang (Barnes & Noble Classics Series)
3269,Simon & Schuster,02/06/2018,Lisa Halliday,Asymmetry
3270,Knopf Doubleday Publishing Group,03/28/1991,Bret Easton Ellis,American Psycho
3271,Knopf Doubleday Publishing Group,05/08/2007,Toni Morrison,The Bluest Eye
3272,Penguin Publishing Group,09/28/1996,Ayn Rand,The Fountainhead
3273,Barnes & Noble,03/01/2008,Mark Twain,Adventures of Tom Sawyer (Barnes & Noble Classics Series)
3274,Penguin Publishing Group,10/31/2006,Shirley Jackson,We Have Always Lived in the Castle: (Penguin Classics Deluxe Edition)
3275,Knopf Doubleday Publishing Group,04/22/2014,Dave Eggers,The Circle
3276,Seven Stories Press,09/26/2017,Kurt Vonnegut,Complete Stories
3277,Barnes & Noble,11/01/2004,Edgar Allan Poe,Essential Tales and Poems of Edgar Allan Poe (Barnes & Noble Classics Series)
3278,HarperCollins Publishers,05/03/2016,Harper Lee,Go Set a Watchman
3279,Simon & Schuster,06/15/2010,Larry McMurtry,Lonesome Dove
3280,Barnes & Noble,02/01/2006,Washington Irving,The Legend of Sleepy Hollow and Other Writings (Barnes & Noble Classics Series)
3281,Penguin Publishing Group,10/10/2017,Brit Bennett,The Mothers
3282,Penguin Publishing Group,12/28/1976,Jack Kerouac,On the Road
3283,"Grove/Atlantic, Inc.",11/07/2017,Emily Fridlund,History of Wolves
3284,Random House Publishing Group,09/08/1998,Kurt Vonnegut,The Sirens of Titan
3285,Picador,02/06/2018,Paul Auster,4 3 2 1: A Novel
3286,Knopf Doubleday Publishing Group,02/01/1991,William Faulkner,As I Lay Dying: The Corrected Text
3287,Knopf Doubleday Publishing Group,12/05/2017,Sam Shepard,Spy of the First Person
3288,Random House Publishing Group,01/16/2018,Denis Johnson,The Largesse of the Sea Maiden
3289,HarperCollins Publishers,02/27/2018,David Mamet,Chicago
3290,The Overlook Press,10/03/2017,Mark Helprin,Paris in the Present Tense
3291,Algonquin Books of Chapel Hill,03/17/2009,Hillary Jordan,Mudbound
3292,Picador,09/24/2013,Robin Sloan,Mr. Penumbra's 24-Hour Bookstore: A Novel
3293,Barnes & Noble,09/01/2004,Edith Wharton,Age of Innocence (Barnes & Noble Classics Series)
3294,Penguin Publishing Group,09/14/2006,Amy Tan,The Joy Luck Club
3295,Barnes & Noble,04/01/2005,Upton Sinclair,The Jungle (Barnes & Noble Classics Series)
3296,"Grove/Atlantic, Inc.",01/28/1994,John Kennedy Toole,A Confederacy of Dunces
3297,Penguin Publishing Group,06/03/2014,Khaled Hosseini,And the Mountains Echoed
3298,Picador,03/01/2016,Paul Beatty,The Sellout
3299,HarperCollins Publishers,07/05/2005,Barbara Kingsolver,The Poisonwood Bible
3300,Penguin Publishing Group,11/28/2006,Shirley Jackson,The Haunting of Hill House
3301,Knopf Doubleday Publishing Group,06/08/2004,Toni Morrison,Song of Solomon
3302,Random House Publishing Group,08/07/2012,Adam Johnson,The Orphan Master's Son
3303,Scribner,05/29/1996,Ernest Hemingway,A Moveable Feast
3304,Knopf Doubleday Publishing Group,09/28/1993,Truman Capote,Breakfast at Tiffany's and Three Stories
3305,Counterpoint Press,11/14/2017,Joan Silber,Improvement
3306,HarperCollins Publishers,05/30/2017,Jacqueline Woodson,Another Brooklyn
3307,HarperCollins Publishers,04/03/2012,John Irving,A Prayer for Owen Meany
3308,Knopf Doubleday Publishing Group,09/12/2013,James Baldwin,Giovanni's Room
3309,Houghton Mifflin Harcourt,04/04/2006,Jonathan Safran Foer,Extremely Loud and Incredibly Close
3310,Houghton Mifflin Harcourt,09/01/2004,Jhumpa Lahiri,The Namesake
3311,Barnes & Noble,11/25/2004,James Fenimore Cooper,The Last of the Mohicans (Barnes & Noble Classics Series)
3312,Fall River Press,03/29/2013,F. Scott Fitzgerald,F. Scott Fitzgerald: Classic Works: Two Novels and Nineteen Short Stories
3313,HarperCollins Publishers,09/19/2017,Michael Chabon,Moonglow
3314,HarperCollins Publishers,04/02/2013,Jess Walter,Beautiful Ruins
3315,Knopf Doubleday Publishing Group,07/11/2006,Cormac McCarthy,No Country for Old Men
3316,Barnes & Noble,09/01/2005,F. Scott Fitzgerald,This Side of Paradise (Barnes & Noble Classics Series)
3317,Scribner,07/28/1995,Ernest Hemingway,For Whom the Bell Tolls
3318,Penguin Publishing Group,09/03/2013,Junot Díaz,This Is How You Lose Her
3319,"Farrar, Straus and Giroux",01/01/1971,Flannery O'Connor,The Complete Stories
3320,Barnes & Noble,12/26/2017,Various,Classic American Short Stories (Barnes & Noble Collectible Editions)
3321,"Norton, W. W. & Company, Inc.",08/29/2017,Claire Messud,The Burning Girl
3322,Penguin Publishing Group,01/14/2003,Nella Larsen,Passing (Penguin Classics)
3323,HarperCollins Publishers,04/11/2017,Louise Erdrich,LaRose
3324,Random House Publishing Group,05/28/1999,Kurt Vonnegut,"Breakfast of Champions, or Goodbye Blue Monday"
3325,Scribner,08/01/2017,Tom Perrotta,Mrs. Fletcher
3326,Knopf Doubleday Publishing Group,08/11/1996,Anne Tyler,Dinner at the Homesick Restaurant: A Novel
3327,Knopf Doubleday Publishing Group,01/28/1991,William Faulkner,The Sound and the Fury
3328,Penguin Publishing Group,07/28/1997,Junot Díaz,Drown
3329,Scribner,04/14/2015,Marina Keegan,The Opposite of Loneliness: Essays and Stories
3330,Knopf Doubleday Publishing Group,08/22/2000,Kent Haruf,Plainsong
3331,Penguin Publishing Group,09/13/2016,Lauren Groff,Fates and Furies
3332,Random House Publishing Group,06/12/2012,Michael Chabon,The Amazing Adventures of Kavalier and Clay
3333,Random House Publishing Group,09/30/2008,Elizabeth Strout,Olive Kitteridge: Fiction
3334,Picador,01/10/2006,Marilynne Robinson,Gilead
3335,Picador,06/05/2007,Jeffrey Eugenides,Middlesex
3336,HarperCollins Publishers,08/02/2005,Ann Patchett,Bel Canto
3337,Dover Publications,08/29/2003,Herman Melville,Moby Dick
3338,Random House Publishing Group,11/07/2017,Emily Ruskovich,Idaho
3339,HarperCollins Publishers,08/02/2005,Richard Wright,Native Son
3340,Counterpoint Press,03/20/2018,Rebecca Kauffman,The Gunners
3341,Penguin Publishing Group,09/26/2017,James McBride,Five-Carat Soul
3342,Penguin Publishing Group,10/31/2006,Thomas Pynchon,Gravity's Rainbow
3343,Random House Publishing Group,01/07/2014,George Saunders,Tenth of December
3344,Knopf Doubleday Publishing Group,06/08/2004,Toni Morrison,Sula
3345,Penguin Publishing Group,12/31/2013,Ruth Ozeki,A Tale for the Time Being
3346,"Farrar, Straus and Giroux",11/15/2005,Joan Didion,Play It as It Lays
3347,Barnes & Noble,02/01/2004,Henry James,The Portrait of a Lady (Barnes & Noble Classics Series)
3348,Algonquin Books of Chapel Hill,01/12/2010,Julia Alvarez,In the Time of the Butterflies
3349,Barnes & Noble,09/01/2004,Edith Wharton,House of Mirth (Barnes & Noble Classics Series)
3350,Dover Publications,01/15/2014,Ayn Rand,Anthem
3351,Washington Square Press,09/15/2004,Pearl S. Buck,The Good Earth
3352,Scribner,08/03/1998,Ernest Hemingway,The Complete Short Stories of Ernest Hemingway
3353,Knopf Doubleday Publishing Group,02/03/2015,B. J. Novak,One More Thing: Stories and Other Stories
3354,Knopf Doubleday Publishing Group,04/28/1989,Vladimir Nabokov,Pale Fire
3355,"Little, Brown and Company",06/27/2017,Maria Semple,Today Will Be Different
3356,University of Chicago Press,05/05/2017,Norman Maclean,A River Runs through It and Other Stories
3357,HarperCollins Publishers,09/12/2017,Nicole Krauss,Forest Dark
3358,Houghton Mifflin Harcourt,06/28/1999,Jhumpa Lahiri,Interpreter of Maladies
3359,Knopf Doubleday Publishing Group,09/28/1997,Ernest J. Gaines,A Lesson before Dying
3360,Knopf Doubleday Publishing Group,06/28/1993,Cormac McCarthy,All the Pretty Horses (Border Trilogy Series #1)
3361,"Little, Brown and Company",02/23/2016,David Foster Wallace,INFINITE JEST - 20th Anniversary Edition (Special Edition)
3362,Race Point Publishing,02/15/2014,Edgar Allan Poe,The Complete Tales & Poems of Edgar Allan Poe
3363,Penguin Publishing Group,07/11/2017,Zinzi Clemmons,What We Lose
3364,"Grove/Atlantic, Inc.",01/02/2018,Viet Thanh Nguyen,The Refugees
3365,Sterling,10/28/2006,Mark Twain,The Adventures of Huckleberry Finn (Sterling Unabridged Classics Series)
3366,HarperCollins Publishers,02/06/2018,Stephanie Powell Watts,No One Is Coming to Save Us
3367,Barnes & Noble,12/01/2004,Stephen Crane,The Red Badge of Courage and Selected Short Fiction (Barnes & Noble Classics Series)
3368,Houghton Mifflin Harcourt,09/28/1996,Robert Penn Warren,All the King's Men
3369,Scribner,01/04/2011,Anthony Doerr,The Shell Collector
3370,Penguin Publishing Group,08/16/2016,Ivan Doig,Last Bus to Wisdom
3371,Penguin Publishing Group,12/26/2006,Leslie Marmon Silko,Ceremony: (Penguin Classics Deluxe Edition)
3372,Scribner,07/01/1995,F. Scott Fitzgerald,Tender Is the Night
3373,Penguin Publishing Group,03/25/2014,Meg Wolitzer,The Interestings
3374,Crown/Archetype,04/28/1991,Jean Shepherd,In God We Trust: All Others Pay Cash
3375,Penguin Publishing Group,01/07/2014,Sinclair Lewis,It Can't Happen Here
3376,Houghton Mifflin Harcourt,03/01/2016,Angela Flournoy,The Turner House
3377,Barnes & Noble,04/01/2006,Edgar Rice Burroughs,Tarzan of the Apes (Barnes & Noble Classics Series)
3378,HarperCollins Publishers,09/24/2013,Louise Erdrich,The Round House
3379,Dover Publications,01/27/1998,Mark Twain,The Adventures of Tom Sawyer (Classic Starts Series)
3380,Counterpoint Press,08/15/2017,Margaret Wilkerson Sexton,A Kind of Freedom
3381,Knopf Doubleday Publishing Group,09/05/2017,Nathan Englander,Dinner at the Center of the Earth
3382,Penguin Publishing Group,04/03/2018,Lesley Nneka Arimah,What It Means When a Man Falls from the Sky
3383,New York Review Books,06/20/2006,John Williams,Stoner
3384,Knopf Doubleday Publishing Group,04/03/2018,Weike Wang,Chemistry
3385,Random House Publishing Group,01/09/2018,Dan Chaon,Ill Will
3386,The Overlook Press,11/02/2010,Charles Portis,True Grit: A Novel
3387,Barnes & Noble,12/01/2005,Owen Wister,The Virginian (Barnes & Noble Classics Series)
3388,"Norton, W. W. & Company, Inc.",04/24/2006,Nicole Krauss,The History of Love
3389,"Soho Press, Incorporated",01/30/2018,Delores Phillips,The Darkest Child
3390,Penguin Publishing Group,04/24/2012,Geraldine Brooks,Caleb's Crossing
3391,Penguin Publishing Group,08/26/2008,Jack Kerouac,On the Road: The Original Scroll: (Penguin Classics Deluxe Edition)
3392,"Little, Brown and Company",05/01/2013,J. D. Salinger,Franny and Zooey
3393,Scribner,04/11/2017,Annie Proulx,Barkskins
3394,Random House Publishing Group,05/28/1999,Kurt Vonnegut,Mother Night
3395,Random House Publishing Group,03/06/2018,Victor LaValle,The Changeling
3396,Penguin Publishing Group,02/28/1994,John Steinbeck,Cannery Row
3397,Knopf Doubleday Publishing Group,01/02/2018,Peter Heller,Celine
3398,Scribner,04/13/2004,Meg Wolitzer,The Wife
3399,Dover Publications,05/26/1994,Mark Twain,Adventures of Huckleberry Finn (Dover Thrift Editions)
3400,HarperCollins Publishers,07/29/2014,Charles Bukowski,Ham on Rye
3401,Knopf Doubleday Publishing Group,03/03/2015,Cristina Henríquez,The Book of Unknown Americans
3402,HarperCollins Publishers,01/22/2013,Wiley Cash,A Land More Kind Than Home: A Novel
3403,Penguin Publishing Group,02/06/2018,Danielle Lazarin,Back Talk
3404,Grand Central Publishing,01/10/2017,Min Jin Lee,Free Food for Millionaires
